id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
885199534977940156,Grand Lit - Einzelzimmer,32154413,Michael,Lichtenberg,Alt-Lichtenberg,52.5268613,13.4876064,Private room,181,1,0,,,4,120,0,
885205013477522768,Fabulous room in Neukölln,5597128,Avi,Neukölln,Rixdorf,52.476654,13.4484387,Private room,50,2,171,2025-06-18,6.91,1,240,83,08/Z/AZ/012754-23
885433835959679251,Lichtdurchflutetes Kleinod,212752621,Eike Hendrik,Tempelhof - Schöneberg,Tempelhof,52.45104014587377,13.369901664555073,Entire home/apt,94,3,47,2025-06-15,1.89,1,22,18,07/Z/AZ/014887-23
885458327248296313,renovated 2 bedroom apartment in Kreuzberg,1725487,Matthias,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4956895,13.4291344,Entire home/apt,120,92,0,,,1,365,0,
885605348255126593,Schnell im Zentrum Berlins.,502412218,Guido,Tempelhof - Schöneberg,Mariendorf,52.44655,13.37012,Private room,51,1,54,2025-06-14,2.17,1,144,19,07/Z/AZ/015413-23
885936018436405901,"Stylish, cozy, central with love",63585146,Muhamed,Mitte,Moabit West,52.5326288,13.3273883,Entire home/apt,57,5,0,,,1,283,0,
886032623267143577,Lovely mini-flat in Berlin-Spandau,16375009,Ana,Spandau,Wilhelmstadt,52.52695827412627,13.194970796198362,Entire home/apt,25,92,2,2024-12-03,0.12,1,107,1,
886327209581598543,Wohnen auf dem Wasser in Berlin,48034255,Yosh,Lichtenberg,Rummelsburger Bucht,52.497572,13.4755489,Entire home/apt,180,2,33,2025-06-01,1.30,2,235,12,
886659761891310628,Magical maisonette apartment,20676605,Caroline,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5110278,13.4680432,Private room,117,3,21,2025-06-09,0.87,1,17,15,02/Z/RA/017478-23
886772024913265656,Studio in the heart of Berlin,12360,Michael,Mitte,Alexanderplatz,52.52716,13.4106,Entire home/apt,59,92,2,2024-06-22,0.09,21,139,1,
886845972497665331,New Penthouse in best location,73611630,Roswitha,Charlottenburg-Wilm.,Kurfürstendamm,52.503201221470036,13.313865730688462,Entire home/apt,585,3,1,2025-04-04,0.38,1,263,1,04/Z/RA/014401-23
887448642627965581,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,140,90,0,,,323,226,0,
887452159512456772,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,140,90,0,,,323,260,0,
887452485171665942,"Blueground | Charlottenburg, nr Adenauerplatz",434485440,Blueground,Charlottenburg-Wilm.,Halensee,52.49765360000001,13.30033,Entire home/apt,77,90,0,,,323,156,0,
888290787020689320,Bright Design Appartment in Neukölln,5108567,Manuel,Neukölln,Rixdorf,52.48074976831266,13.44519630074501,Entire home/apt,189,4,10,2025-06-18,0.43,1,172,8,08/Z/RA/012802-23
888298691845183664,"Studio&Kitchen with Central spot in Mitte, Berlin",514089628,Elisa,Mitte,Alexanderplatz,52.5117349,13.4136999,Entire home/apt,200,1,51,2025-06-16,2.10,4,352,48,
888305568047565032,"Double Room with AC, Central spot in Mitte, Berlin",514089628,Elisa,Mitte,Alexanderplatz,52.5117349,13.4136999,Entire home/apt,154,1,39,2025-06-17,2.20,4,353,37,
888853450436479781,Beautiful Apartment with balcony,21554294,Sergej,Reinickendorf,West 4,52.57753210000001,13.3217406,Entire home/apt,50,92,0,,,3,364,0,
888963082989626572,Exquisite Berlin Apartment,506390740,Daniil,Charlottenburg-Wilm.,Neue Kantstraße,52.509427,13.2863535,Entire home/apt,95,1,52,2025-05-18,2.47,1,41,22,04/Z/RA/013765-23
889203458027587797,Room with lots of sunlight and a balcony,29385449,Luis,Mitte,Brunnenstr. Nord,52.543825661409805,13.37360563968772,Private room,63,2,33,2025-05-31,1.56,3,90,10,
889232333992340685,"Private room in Tegel, Berlin",514315014,Rounak,Reinickendorf,West 5,52.58998,13.28382,Private room,63,1,26,2025-06-19,1.10,1,115,8,
889550426008670572,Cozy 2 bed in Friedrichshain,15339082,Vanessa,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51397897160343,13.431212474915341,Entire home/apt,210,3,32,2025-06-17,1.27,1,54,17,02/Z/RA/017400-23
889654992638571940,Super Nice Family Appartement,103333155,Ahmed,Pankow,Weißensee,52.55991094952981,13.445231790397052,Entire home/apt,,92,0,,,1,83,0,
890476543913169025,Haushälfte mit Sonnenterrasse und privatem Garten,23773452,Johann,Pankow,Blankenfelde/Niederschönhausen,52.5899857,13.3909163,Entire home/apt,138,28,0,,,4,202,0,
890498507702143249,Haushälfte mit Wintergarten und privatem Garten,23773452,Johann,Pankow,Blankenfelde/Niederschönhausen,52.5899857,13.3909163,Entire home/apt,114,28,0,,,4,292,0,
891082825526865559,Charming and Cozy Flat in Central Berlin,409330718,Alessandro,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51216752655219,13.43306115943329,Entire home/apt,135,3,23,2025-04-21,1.65,1,3,17,02/Z/RA/018539-24
891202754620646979,Gästehaus mit Zugang zum Wasser,514685903,Mario,Reinickendorf,West 2,52.59666,13.21585,Entire home/apt,95,3,8,2024-10-20,0.35,1,364,3,12/Z/AZ/005108-23
891648504979401641,1-Zimmer Wohnung-Deutsche Oper,154178802,Nairi,Charlottenburg-Wilm.,Kantstraße,52.51049,13.30559,Entire home/apt,64,92,0,,,1,365,0,
891810518549966471,Own Room in Shared Flat,50992599,LaLena.,Mitte,Moabit West,52.52855,13.34168,Private room,,3,0,,,1,0,0,
891987493241079142,Room in a shared Flat in Kreuzberg,118985924,Lisa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.500123733787504,13.43363307432268,Private room,70,3,24,2025-06-09,0.96,1,6,9,02/Z/AZ/017085-23
892015912670615857,Apartment in Friedrichshain,16481644,Amr,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52000190327733,13.438379624036914,Entire home/apt,74,2,10,2024-08-05,0.54,2,12,5,02/Z/RA/017094-23
892031331949006106,Spacious private room in amazing location,303703055,Varia,Neukölln,Rixdorf,52.47438,13.44867,Private room,,1,18,2023-11-10,0.72,1,0,0,
892053097254894865,Bright apartment in Prenzlauer Berg for 2-3 people,17454841,Bhavna,Pankow,Prenzlauer Berg Süd,52.5316929,13.429789,Entire home/apt,220,3,5,2025-06-12,0.42,1,56,5,03/Z/RA/008807-23
892076334640249439,Charming apartment in Kreuzberg,67638056,May,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493449075652514,13.394695960056689,Entire home/apt,123,2,20,2025-06-07,0.86,1,16,10,02/Z/RA/017443-23
892423383168046227,Cosy Apartment Berlin Center,49329346,Valentina,Pankow,Prenzlauer Berg Süd,52.54038065171074,13.424939906656956,Entire home/apt,147,2,1,2024-01-04,0.06,2,361,0,
892477689147366180,Luxus Apartment Potsdamer Platz,409269348,Sima,Mitte,Tiergarten Süd,52.50464,13.37371,Entire home/apt,135,93,0,,,1,364,0,
892806846292342052,Room in Friedrichshain,16481644,Amr,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51851841613961,13.440175444490395,Private room,59,1,22,2025-06-08,0.89,2,264,7,02/Z/AZ/018384-24
892810207808858438,Authentic|Cozy|SXFbeiBerlin|BER|Central,91428078,Jan,Mitte,Wedding Zentrum,52.54386,13.36115,Entire home/apt,156,5,25,2025-05-05,1.00,5,365,6,
892819242590198276,Große  Sonnige 1 Zimmer Wohnung,384520122,Junior,Reinickendorf,Ost 2,52.57246901870045,13.349843878167507,Entire home/apt,82,92,0,,,1,364,0,
893151246327780684,Wonderful stylish flat in Berlin,147260904,Ronald,Steglitz - Zehlendorf,Schloßstr.,52.46046643987556,13.308856174454151,Entire home/apt,80,92,0,,,3,365,0,
893166391948090056,Feel at home in Berlin Friedrichshain!,4320424,Victoria,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5156412158983,13.462318045370877,Private room,147,6,13,2024-12-19,0.62,1,34,2,02/Z/AZ/017401-23
893178043576083829,Schöne ruhige Wohnung in Berlin,512573083,Ola,Mitte,Parkviertel,52.54948,13.35056,Entire home/apt,106,2,7,2023-10-21,0.29,5,365,0,
893200152066638324,"Garage, 2 Schlafzimmer, 2 Bäder, großer Balkon",13942714,Barbara,Pankow,Pankow Süd,52.56170382395361,13.40396737937624,Entire home/apt,128,4,3,2023-08-09,0.12,1,83,0,03/Z/RA/010410-25
893239295194626965,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.55149,13.41459,Entire home/apt,141,90,2,2024-09-28,0.09,323,259,1,
893239731315848984,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.551494,13.4145912,Entire home/apt,184,90,0,,,323,21,0,
893338374514560615,Sunny & quiet classic Berliner,14560671,Elizabeth,Tempelhof - Schöneberg,Schöneberg-Süd,52.48715132179267,13.35065610980335,Entire home/apt,,4,11,2025-05-20,0.88,1,0,9,07/Z/RA/016568-23
893959371661215314,Elegante Altbauwohnung in Charlottenburg,302954580,Oliver,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5111095,13.288686,Entire home/apt,190,5,10,2025-05-12,0.43,8,85,3,04/Z/NA/004144-16
894004274793936093,Cozy apartment on Ku Damm/ 2 Rooms/ free parking,148919487,Andrej,Charlottenburg-Wilm.,Neue Kantstraße,52.50157818556256,13.29953730705591,Entire home/apt,164,1,65,2025-06-19,2.58,14,157,25,
894037330668288530,Designer Studio for 2 at Ku'damm,148919487,Andrej,Charlottenburg-Wilm.,Neue Kantstraße,52.50128844876579,13.301219686531928,Entire home/apt,118,1,118,2025-06-04,4.68,14,166,55,
894093144693655986,Lux Apart. for 2/Central/free parking,148919487,Andrej,Charlottenburg-Wilm.,Neue Kantstraße,52.49940124371607,13.301796040404858,Entire home/apt,108,1,122,2025-06-18,4.87,14,127,59,
894562539991347981,Orbit,3966327,Mathias,Mitte,Moabit Ost,52.52892,13.37125,Entire home/apt,103,90,14,2024-12-14,0.57,1,137,4,01/z/ra/014734-22
894766660158220578,Helles Doppelzimmer nah der FU & US Botschaft,5884012,Michaela,Steglitz - Zehlendorf,Zehlendorf  Nord,52.45819,13.26974,Private room,44,1,84,2025-06-01,3.40,2,107,23,06/Z/AZ/004468-23
894858144576839191,"Sun Filled, Charming Apartment (whole apartment)",2420568,Louise,Treptow - Köpenick,Baumschulenweg,52.46238,13.48083,Entire home/apt,,5,11,2025-01-01,0.51,1,0,2,09/Z/AZ/004326-23
895496912169415669,Liebevoll eingerichtetes Zuhause,20129020,Ronen,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.490409902999744,13.323796656211867,Entire home/apt,64,93,0,,,1,364,0,
895541383467710446,Kleines Zimmer im Berliner Altbau mit Moldau Touch,81826394,Liya,Mitte,Moabit West,52.527489,13.337647,Private room,37,10,11,2025-05-31,0.47,4,258,6,
895678030808308639,Berlin Mitte,158527436,Marina,Mitte,Osloer Straße,52.5599899455367,13.379389978945255,Entire home/apt,48,92,1,2023-12-18,0.05,1,297,0,
895682168364278604,Frisch sanierter Designer Altbau,1007017,Indra,Mitte,Brunnenstr. Süd,52.53638,13.40656,Entire home/apt,177,3,34,2025-05-25,1.57,1,320,20,01/Z/RA/015243-23
895988576620196931,Central &Cozy & Private Bathroom & Cat!,82473711,Liwei,Tempelhof - Schöneberg,Schöneberg-Süd,52.48412,13.35146,Private room,56,2,78,2025-06-05,3.18,1,13,30,
896144780673381432,Gemütliche Apartment-Wohnung in Top Lage,75117719,Mathias,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51592,13.45204,Entire home/apt,,1,21,2023-08-20,0.83,1,0,0,
896174507571757846,Private Room in Treptow,24219544,Waleed,Treptow - Köpenick,Baumschulenweg,52.46606768275572,13.488018288455896,Private room,55,1,7,2025-01-09,0.29,1,343,2,09/Z/AZ/004232-23
896208517530181391,Große Wohnung mit Garten,3028277,Judith,Lichtenberg,Karlshorst,52.48357634434571,13.524399920044516,Entire home/apt,200,4,8,2024-12-26,0.35,1,89,4,11/Z/RA/002841-23
896778872660822740,Beautiful studio with two terraces in Xberg,515931655,Marcel,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49953477452502,13.428790473016363,Entire home/apt,,92,0,,,7,0,0,
896846737395212028,"Schönes Doppelzimmer (DZ) groß, hell, Garten",446337672,Rita,Neukölln,Buckow,52.42239199999999,13.4122247,Private room,125,2,4,2024-09-30,0.16,3,122,2,08/Z/AZ/011686-22
896876218481366891,Ruhige Altbauwohnung mit 2 Bädern,302954580,Oliver,Pankow,Prenzlauer Berg Nord,52.5513503,13.417396,Entire home/apt,201,5,7,2024-07-08,0.30,8,107,1,03/Z/NA/000965-15
896897660250570667,Kreuzberg At Its Best,15751193,Thomas,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5018801,13.43068,Entire home/apt,50,92,1,2024-07-31,0.09,1,228,1,
896912900582308071,Schönes ruhiges Zimmer,487302532,Alexander,Mitte,Brunnenstr. Süd,52.53285903850373,13.398635499179363,Private room,102,1,21,2025-05-26,1.00,1,365,13,01/Z/RA/015765-23
897538847531945002,120qm Altbau-Familienwohnung,140433239,Stiina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.495288459338184,13.397033244730045,Entire home/apt,312,4,13,2025-04-26,0.56,1,17,7,02/Z/RA/017387-23
897682038855813166,MLX 18: Comfy loft 5 mins walk to Checkpt Charlie,342965,Matthew,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.504175864044115,13.393336112214278,Entire home/apt,189,2,40,2025-06-06,1.69,27,330,19,
897719094509307727,Design Altbauwohnung mit Balkon,406219908,Anika,Mitte,Brunnenstr. Süd,52.53553,13.40352,Entire home/apt,,1,11,2025-02-22,0.45,1,0,2,01/Z/RA/015467-23
897873050963171703,Cozy room in central location next to a Park,5941261,Daniele,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49896,13.46303,Private room,50,3,124,2025-06-14,5.23,1,293,59,02/Z/AZ/017489-23
898216908402447491,herrlicher Blick auf die Havel,516282595,Lisa,Spandau,Spandau Mitte,52.54795593594809,13.217835590271727,Entire home/apt,135,2,7,2025-06-15,0.91,1,58,7,
898370608173991263,"Blueground | Prenzlauer Berg, nr Winsviertel",434485440,Blueground,Pankow,Prenzlauer Berg Süd,52.5313995,13.4349094,Entire home/apt,177,90,0,,,323,234,0,
898422544627134392,"Top central at alex, calm, green",2933986,Ariane,Mitte,Alexanderplatz,52.52514666441839,13.406940298410206,Entire home/apt,96,7,17,2025-05-20,0.81,3,67,6,01/Z/NA/005171-16
898438342384315248,City-apartment at Potsdamer Platz 3 rooms - loggia,124766800,E.,Mitte,Tiergarten Süd,52.50498,13.37431,Entire home/apt,159,94,0,,,3,270,0,
898530900032595096,"Cosy Single Room, Central spot in Mitte, Berlin",514089628,Elisa,Mitte,Alexanderplatz,52.5117349,13.4136999,Entire home/apt,138,1,38,2025-06-10,1.54,4,340,36,
898531921060170124,"Luxe Penthouse Studio & Kitchen, near Top Museums",514089628,Elisa,Mitte,Alexanderplatz,52.5117349,13.4136999,Entire home/apt,239,1,22,2025-06-01,0.89,4,222,19,
898604094258009098,3 Floor Apart. & Rooftop Terrace,45739560,Nicolas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491829952970946,13.383938010325389,Private room,63,92,0,,,1,361,0,
898645043518985801,Stylish Apt in Neukölln kiez+ Privat Parkplatz,119577461,Caetano,Neukölln,Rixdorf,52.47980640034981,13.445549301746338,Entire home/apt,220,2,84,2025-05-14,3.34,6,209,17,"Legal entity name and Legal form: Paulos Apartment <br/>Legal representatives or Trade register number: Paulo Rifa <br/> Entity address: Kantstraße 150, 10623, Berlin, Deutschland <br/>Listing address: Sonnenallee 100, 12045, Berlin, Deutschland"
898967187798453410,Schöne und gemütliche Wohnung in Prenzlauer Berg,180938038,Corinne,Pankow,Prenzlauer Berg Süd,52.5337,13.42142,Entire home/apt,,3,7,2024-09-01,0.43,1,0,3,03/Z/RA/009550-24
899007097668994721,Artisanal Warehouse Conversion,4374625,Daphne,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49743,13.4262,Entire home/apt,158,3,75,2025-05-26,3.48,1,78,40,
899101858093996855,Living Hotel Berlin Mitte - Zimmer am Spreekanal,372625323,Living Hotel,Mitte,Alexanderplatz,52.5121024,13.4082551,Private room,150,5,4,2023-08-23,0.17,2,338,0,
899113904941672830,City-Potsdamer Platz - 2 rooms - 24h Concierge,124766800,E.,Mitte,Tiergarten Süd,52.50402039999999,13.3745137,Entire home/apt,93,93,0,,,3,345,0,
899202417506475173,"Spacious room in Bergmannkiez, Kreuzberg",22587550,Jannis,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48824210723553,13.392309678412158,Private room,102,2,15,2024-04-02,0.60,1,175,0,02/Z/AZ/017352-23
899593548789566260,SC 07 by Rockchair| Cozy Family & Business Apt 3SZ,14117635,Sören,Charlottenburg-Wilm.,Schloß Charlottenburg,52.511095071310734,13.288886473016355,Entire home/apt,137,1,45,2025-06-16,1.82,11,350,15,
899754154906181084,2Br Duplex with balcony&terrace in Berlin Mitte,382395002,Erika,Mitte,Brunnenstr. Süd,52.53628,13.39639,Entire home/apt,255,4,37,2025-06-01,1.48,1,15,15,01/Z/RA/015340-23
899855888763214485,"Flair - Style, Poise & Promise",508478402,Home Story,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51498287540551,13.46483546593279,Entire home/apt,97,1,0,,,3,114,0,
900685700080250758,Sonnige DG-Wohnung mit Terrasse,516833363,Mugi,Pankow,Pankow Süd,52.55443486792969,13.417577276721193,Entire home/apt,,5,2,2023-11-02,0.08,1,0,0,03/Z/RA/008232-23
900773054113427201,Kreuzberger Altbau mit Kachelofen,25049986,Anca,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493693,13.3968667,Entire home/apt,117,1,165,2025-06-17,6.64,14,335,81,
900897125768291360,3-room apartment prime location,22244986,Sascha,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51479,13.31301,Entire home/apt,,31,12,2023-09-17,0.49,1,0,0,04/Z/RA/014042-23
901937393948803232,Schönes Apartment mitten in Berlin,404121173,Andres,Mitte,Wedding Zentrum,52.54312090211596,13.360938898980951,Entire home/apt,90,2,128,2025-05-24,5.11,1,197,48,01/Z/RA/015474-23
902241023805943804,Spacious Studio in Heart of Kreuzberg,123287573,Mahir,Neukölln,Schillerpromenade,52.48732051970983,13.412117122866583,Entire home/apt,134,5,32,2025-06-05,1.40,1,2,16,08/Z/AZ/011589-57
902612850834088593,Penthouse + 2 balconies & terrace,43881299,Eric,Mitte,Brunnenstr. Nord,52.55171,13.38149,Entire home/apt,391,1,10,2024-10-01,0.43,1,265,4,01/Z/RA/015511-23
902675471538233813,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Helmholtzplatz,52.5472396,13.4176115,Entire home/apt,100,90,1,2023-07-02,0.04,323,201,0,
902769628466507811,Nice apartment in Berlin Mitte,515972589,Alina,Pankow,Prenzlauer Berg Süd,52.53058754031333,13.42025273083412,Entire home/apt,283,2,2,2024-07-14,0.09,3,364,1,
903311880306888460,Arbio I Artsy Berlin Oasis Apartment,517389657,Constantin,Pankow,Prenzlauer Berg Süd,52.53564,13.4247,Entire home/apt,302,1,38,2025-06-02,1.65,1,328,22,
904138117151637111,Wunderschönes Studio in Xberg,515931655,Marcel,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4995609,13.4287261,Entire home/apt,,92,0,,,7,0,0,
904379298618985066,"Bright, spacious, cozy and stylish flat",55900418,Jonathan,Charlottenburg-Wilm.,Mierendorffplatz,52.52428,13.31125,Entire home/apt,174,3,8,2024-12-30,0.35,1,19,5,04/Z/RA/012962-22
904724691813253488,Cozy family flat near Spree,181942,Axel,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49755,13.46691,Entire home/apt,153,7,3,2024-08-03,0.13,1,194,1,02/Z/RA/012240-20
904920534972822449,Room to gardenside with own guest- & own bathroom,73026551,Torsten,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51865,13.46836,Private room,88,2,17,2025-05-22,0.68,1,34,5,02/Z/AZ/016477-22
904990579843623199,Residency in Fuerstenwalde,38936151,Aleks,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.502517962764074,13.468120367271776,Private room,12,30,1,2025-05-15,0.81,7,321,1,
905102549825683364,120 qm Berliner Altbau mit grünem Weitblick,5587562,Hendrikje,Pankow,Pankow Zentrum,52.56799,13.40851,Entire home/apt,199,5,18,2025-06-01,0.77,1,5,7,03/Z/RA/008286-23
905692771356692841,Sunny room in Berlin-Bergmannkiez,5656144,Simon,Tempelhof - Schöneberg,Tempelhof,52.48315723227337,13.394987488747976,Private room,60,2,15,2025-05-26,0.62,1,11,8,07/Z/AZ/015566-23
906265663640376519,Cosima - A Cozy Chic Berlin Home,508478402,Home Story,Tempelhof - Schöneberg,Friedenau,52.475990560494566,13.345442080860476,Entire home/apt,,1,0,,,3,0,0,
906267026189397938,Modern und stylisch: Apartment im Herzen Berlins,26522009,Martin,Mitte,Tiergarten Süd,52.50172614568059,13.367575854063034,Entire home/apt,128,2,34,2025-06-09,1.64,1,19,15,01/Z/RA/018126-25
906281543334587050,sweet central 1-room flat,22429721,Aleksandra,Neukölln,Rixdorf,52.47823,13.4392,Entire home/apt,137,1,3,2023-10-08,0.14,1,268,0,
906607109523142270,Privates Zimmer,481300201,Karrar,Treptow - Köpenick,Johannisthal,52.43913,13.49445,Private room,,1,1,2023-08-29,0.05,1,0,0,
906907814744158657,City Center Apartment Balcony,346361963,Victoria,Mitte,Regierungsviertel,52.510176526021986,13.40520817049741,Entire home/apt,85,93,0,,,1,365,0,
